timestamp,회사명,제목,링크,경력,학력,고용형태,연봉정보,지역,직무분야,마감일
"2024-12-14 03:34:20,320",당근마켓,당근마켓 시스템 엔지니어 채용,https://careers.example.com/당근마켓/74024,인턴,고졸이상,계약직,"6,992만원 ~ 14,333만원",서울 성동구,"JavaScript, React, Node.js",2025-01-05
"2024-12-14 03:34:20,653",째깍악어,째깍악어 QA 엔지니어 채용,https://careers.example.com/째깍악어/38072,전문연구요원,초대졸이상,계약직,"6,554만원 ~ 11,856만원",서울 서초구,"Rust, WebAssembly",2025-01-08
"2024-12-14 03:34:20,103",빅히트엔터테인먼트,빅히트엔터테인먼트 게임 클라이언트 개발자 채용,https://careers.example.com/빅히트엔터테인먼트/98524,신입·경력,초대졸이상,인턴,"7,390만원 ~ 10,718만원",제주 제주시,"JavaScript, React, Node.js",2025-01-02
"2024-12-14 03:34:20,194",데브시스터즈,데브시스터즈 게임 서버 개발자 채용,https://careers.example.com/데브시스터즈/78671,신입·경력,박사이상,인턴,"7,079만원 ~ 8,729만원",인천 연수구,"Rust, WebAssembly",2024-12-24
"2024-12-14 03:34:20,209",직방,직방 클라우드 엔지니어 채용,https://careers.example.com/직방/25115,인턴,박사이상,계약직,"6,044만원 ~ 10,262만원",서울 서초구,"C++, Unreal Engine",2025-01-02
"2024-12-14 03:34:20,184",카카오,카카오 게임 서버 개발자 채용,https://careers.example.com/카카오/54630,전문연구요원,학력무관,파견직,"4,377만원 ~ 11,229만원",서울 마포구,"Ruby, Rails, PostgreSQL",2024-12-29
"2024-12-14 03:34:20,346",펄어비스,펄어비스 풀스택 개발자 채용,https://careers.example.com/펄어비스/39233,경력무관,석사이상,파견직,"5,400만원 ~ 12,488만원",경기 분당구,"JavaScript, React, Node.js",2025-01-10
"2024-12-14 03:34:20,513",우아한형제들,우아한형제들 iOS 개발자 채용,https://careers.example.com/우아한형제들/23086,인턴,대졸이상,파견직,"7,883만원 ~ 12,305만원",서울 서초구,"Kotlin, Android, Firebase",2025-01-01
"2024-12-14 03:34:20,426",크래프톤,크래프톤 프론트엔드 개발자 채용,https://careers.example.com/크래프톤/24133,전문연구요원,고졸이상,계약직,"7,980만원 ~ 9,041만원",대전 유성구,"JavaScript, Vue.js, TypeScript",2025-01-05
"2024-12-14 03:34:20,223",NHN,NHN 블록체인 개발자 채용,https://careers.example.com/nhn/78630,신입·경력,대졸이상,정규직,"6,085만원 ~ 8,734만원",서울 성동구,"JavaScript, React, Node.js",2025-01-10
"2024-12-14 03:34:21,682",당근마켓,당근마켓 게임 클라이언트 개발자 채용,https://careers.example.com/당근마켓/35804,경력,석사이상,파견직,"4,770만원 ~ 12,612만원",경기 성남시,"Rust, WebAssembly",2024-12-25
"2024-12-14 03:34:21,250",데브시스터즈,데브시스터즈 게임 클라이언트 개발자 채용,https://careers.example.com/데브시스터즈/40795,인턴,석사이상,프리랜서,"6,762만원 ~ 10,223만원",대전 유성구,"Scala, Akka, Kafka",2025-01-05
"2024-12-14 03:34:21,929",우아한형제들,우아한형제들 iOS 개발자 채용,https://careers.example.com/우아한형제들/70266,전문연구요원,고졸이상,파견직,"5,166만원 ~ 10,608만원",제주 제주시,"JavaScript, Vue.js, TypeScript",2025-01-04
"2024-12-14 03:34:21,568",라인플러스,라인플러스 데이터 엔지니어 채용,https://careers.example.com/라인플러스/87362,경력,대졸이상,정규직,"5,736만원 ~ 12,077만원",경기 판교,"Ruby, Rails, PostgreSQL",2025-01-04
"2024-12-14 03:34:21,789",째깍악어,째깍악어 시스템 엔지니어 채용,https://careers.example.com/째깍악어/39084,인턴,석사이상,파견직,"7,053만원 ~ 13,356만원",경기 분당구,"Rust, WebAssembly",2025-01-02
"2024-12-14 03:34:21,526",펄어비스,펄어비스 백엔드 개발자 채용,https://careers.example.com/펄어비스/16831,전문연구요원,대졸이상,파견직,"5,701만원 ~ 14,933만원",경기 판교,"Rust, WebAssembly",2025-01-13
"2024-12-14 03:34:21,901",카카오,카카오 QA 엔지니어 채용,https://careers.example.com/카카오/56082,경력,대졸이상,계약직,"7,167만원 ~ 14,496만원",인천 연수구,"Kotlin, Android, Firebase",2025-01-09
"2024-12-14 03:34:21,037",여기어때,여기어때 게임 클라이언트 개발자 채용,https://careers.example.com/여기어때/92301,인턴,석사이상,계약직,"6,659만원 ~ 13,607만원",경기 분당구,"Swift, iOS, Objective-C",2024-12-25
"2024-12-14 03:34:21,981",넥슨,넥슨 클라우드 엔지니어 채용,https://careers.example.com/넥슨/54838,인턴,초대졸이상,파견직,"5,931만원 ~ 13,547만원",서울 강남구,"JavaScript, React, Node.js",2024-12-29
"2024-12-14 03:34:21,360",빅히트엔터테인먼트,빅히트엔터테인먼트 클라우드 엔지니어 채용,https://careers.example.com/빅히트엔터테인먼트/42835,인턴,초대졸이상,파견직,"4,411만원 ~ 14,523만원",서울 마포구,"Swift, iOS, Objective-C",2025-01-05
"2024-12-14 03:34:21,076",비바리퍼블리카,비바리퍼블리카 데이터 엔지니어 채용,https://careers.example.com/비바리퍼블리카/91144,경력무관,석사이상,인턴,"6,229만원 ~ 14,799만원",서울 성동구,"C++, Unreal Engine",2024-12-27
"2024-12-14 03:34:21,841",데브시스터즈,데브시스터즈 머신러닝 엔지니어 채용,https://careers.example.com/데브시스터즈/19127,인턴,대졸이상,계약직,"4,790만원 ~ 14,125만원",서울 송파구,"Ruby, Rails, PostgreSQL",2024-12-29
"2024-12-14 03:34:21,896",드라마앤컴퍼니,드라마앤컴퍼니 게임 서버 개발자 채용,https://careers.example.com/드라마앤컴퍼니/61525,신입,고졸이상,파견직,"7,249만원 ~ 14,645만원",경기 판교,"Ruby, Rails, PostgreSQL",2025-01-07
"2024-12-14 03:34:21,023",드라마앤컴퍼니,드라마앤컴퍼니 데이터 엔지니어 채용,https://careers.example.com/드라마앤컴퍼니/64130,경력,박사이상,프리랜서,"4,054만원 ~ 11,676만원",광주 북구,"Java, Spring, MySQL",2025-01-05
"2024-12-14 03:34:21,084",우아한형제들,우아한형제들 게임 서버 개발자 채용,https://careers.example.com/우아한형제들/86379,신입,박사이상,프리랜서,"6,798만원 ~ 9,390만원",제주 제주시,"Go, Docker, Kubernetes",2025-01-11
"2024-12-14 03:34:21,385",토스,토스 게임 클라이언트 개발자 채용,https://careers.example.com/토스/30741,경력,박사이상,프리랜서,"7,521만원 ~ 11,081만원",경기 판교,"Scala, Akka, Kafka",2025-01-03
"2024-12-14 03:34:21,721",직방,직방 게임 서버 개발자 채용,https://careers.example.com/직방/18222,경력,대졸이상,계약직,"7,030만원 ~ 9,162만원",서울 성동구,"JavaScript, Vue.js, TypeScript",2025-01-08
"2024-12-14 03:34:21,039",왓챠,왓챠 게임 서버 개발자 채용,https://careers.example.com/왓챠/13927,경력,대졸이상,계약직,"6,691만원 ~ 10,750만원",경기 판교,"Rust, WebAssembly",2025-01-09
"2024-12-14 03:34:21,092",스마일게이트,스마일게이트 게임 클라이언트 개발자 채용,https://careers.example.com/스마일게이트/25840,경력무관,고졸이상,계약직,"4,197만원 ~ 13,275만원",서울 송파구,"JavaScript, Vue.js, TypeScript",2024-12-26
"2024-12-14 03:34:21,599",째깍악어,째깍악어 QA 엔지니어 채용,https://careers.example.com/째깍악어/89393,경력무관,고졸이상,프리랜서,"7,435만원 ~ 12,278만원",경기 판교,"Java, Spring, MySQL",2025-01-07
"2024-12-14 03:34:21,978",라인플러스,라인플러스 클라우드 엔지니어 채용,https://careers.example.com/라인플러스/73281,경력무관,석사이상,파견직,"5,296만원 ~ 12,026만원",광주 북구,"JavaScript, Vue.js, TypeScript",2024-12-28
"2024-12-14 03:34:21,342",브랜디,브랜디 블록체인 개발자 채용,https://careers.example.com/브랜디/57923,신입,학력무관,계약직,"4,518만원 ~ 12,123만원",서울 강남구,"Rust, WebAssembly",2025-01-09
"2024-12-14 03:34:21,267",네이버,네이버 블록체인 개발자 채용,https://careers.example.com/네이버/65579,경력무관,박사이상,파견직,"4,839만원 ~ 8,928만원",서울 강남구,"JavaScript, React, Node.js",2025-01-13
"2024-12-14 03:34:21,097",버킷플레이스,버킷플레이스 백엔드 개발자 채용,https://careers.example.com/버킷플레이스/56768,경력무관,박사이상,계약직,"3,553만원 ~ 11,922만원",광주 북구,"Swift, iOS, Objective-C",2025-01-06
"2024-12-14 03:34:21,991",무신사,무신사 머신러닝 엔지니어 채용,https://careers.example.com/무신사/98162,경력,초대졸이상,프리랜서,"5,495만원 ~ 14,639만원",제주 제주시,"Go, Docker, Kubernetes",2024-12-26
"2024-12-14 03:34:21,098",NHN,NHN 클라우드 엔지니어 채용,https://careers.example.com/nhn/52567,경력,석사이상,파견직,"5,661만원 ~ 14,998만원",서울 송파구,"Java, Spring, MySQL",2024-12-28
"2024-12-14 03:34:21,957",당근마켓,당근마켓 게임 클라이언트 개발자 채용,https://careers.example.com/당근마켓/68863,전문연구요원,초대졸이상,인턴,"5,142만원 ~ 12,442만원",서울 성동구,"Scala, Akka, Kafka",2025-01-04
"2024-12-14 03:34:21,169",째깍악어,째깍악어 iOS 개발자 채용,https://careers.example.com/째깍악어/41410,신입,초대졸이상,정규직,"7,617만원 ~ 13,136만원",제주 제주시,"Scala, Akka, Kafka",2025-01-11
"2024-12-14 03:34:21,718",드라마앤컴퍼니,드라마앤컴퍼니 시스템 엔지니어 채용,https://careers.example.com/드라마앤컴퍼니/67177,경력무관,박사이상,정규직,"4,584만원 ~ 9,450만원",대전 유성구,"Python, Django, AWS",2025-01-12
"2024-12-14 03:34:21,687",당근마켓,당근마켓 DevOps 엔지니어 채용,https://careers.example.com/당근마켓/94664,경력,고졸이상,파견직,"5,280만원 ~ 9,963만원",서울 성동구,"Java, Spring, MySQL",2025-01-04
"2024-12-14 03:34:21,602",우아한형제들,우아한형제들 DevOps 엔지니어 채용,https://careers.example.com/우아한형제들/67398,신입·경력,초대졸이상,파견직,"5,088만원 ~ 14,582만원",경기 분당구,"Python, TensorFlow, PyTorch",2025-01-13
"2024-12-14 03:34:21,883",왓챠,왓챠 클라우드 엔지니어 채용,https://careers.example.com/왓챠/48197,경력,초대졸이상,파견직,"5,473만원 ~ 12,243만원",부산 해운대구,"Kotlin, Android, Firebase",2025-01-09
"2024-12-14 03:34:21,088",스마일게이트,스마일게이트 풀스택 개발자 채용,https://careers.example.com/스마일게이트/16006,전문연구요원,초대졸이상,인턴,"7,274만원 ~ 14,325만원",제주 제주시,"JavaScript, Vue.js, TypeScript",2025-01-14
"2024-12-14 03:34:21,980",빅히트엔터테인먼트,빅히트엔터테인먼트 게임 서버 개발자 채용,https://careers.example.com/빅히트엔터테인먼트/33452,인턴,박사이상,인턴,"5,501만원 ~ 14,650만원",광주 북구,"Go, Docker, Kubernetes",2025-01-11
"2024-12-14 03:34:21,877",SK플래닛,SK플래닛 데이터 엔지니어 채용,https://careers.example.com/sk플래닛/83654,경력무관,석사이상,계약직,"7,524만원 ~ 13,211만원",경기 분당구,"C++, Unreal Engine",2025-01-10
"2024-12-14 03:34:21,786",크래프톤,크래프톤 게임 서버 개발자 채용,https://careers.example.com/크래프톤/82446,전문연구요원,박사이상,프리랜서,"4,387만원 ~ 9,188만원",서울 강남구,"JavaScript, Vue.js, TypeScript",2025-01-05
"2024-12-14 03:34:21,869",라인플러스,라인플러스 풀스택 개발자 채용,https://careers.example.com/라인플러스/44828,신입,대졸이상,프리랜서,"3,536만원 ~ 12,353만원",경기 성남시,"Kotlin, Android, Firebase",2025-01-10
"2024-12-14 03:34:21,035",NHN,NHN 머신러닝 엔지니어 채용,https://careers.example.com/nhn/82506,신입·경력,대졸이상,프리랜서,"6,647만원 ~ 12,985만원",제주 제주시,"Kotlin, Android, Firebase",2025-01-01
"2024-12-14 03:34:21,609",버킷플레이스,버킷플레이스 클라우드 엔지니어 채용,https://careers.example.com/버킷플레이스/56221,인턴,고졸이상,정규직,"6,904만원 ~ 9,106만원",부산 해운대구,"Swift, iOS, Objective-C",2024-12-27
"2024-12-14 03:34:21,655",비바리퍼블리카,비바리퍼블리카 머신러닝 엔지니어 채용,https://careers.example.com/비바리퍼블리카/25865,인턴,대졸이상,파견직,"7,589만원 ~ 9,298만원",광주 북구,"JavaScript, React, Node.js",2024-12-23
"2024-12-14 03:34:21,591",NHN,NHN QA 엔지니어 채용,https://careers.example.com/nhn/41070,신입·경력,대졸이상,프리랜서,"7,726만원 ~ 13,512만원",서울 송파구,"Rust, WebAssembly",2024-12-30
"2024-12-14 03:34:21,026",펄어비스,펄어비스 프론트엔드 개발자 채용,https://careers.example.com/펄어비스/64113,신입·경력,고졸이상,프리랜서,"4,313만원 ~ 14,978만원",서울 서초구,"Swift, iOS, Objective-C",2025-01-03
"2024-12-14 03:34:21,213",쿠팡,쿠팡 안드로이드 개발자 채용,https://careers.example.com/쿠팡/56659,신입·경력,고졸이상,계약직,"6,965만원 ~ 12,523만원",서울 서초구,"Kotlin, Android, Firebase",2024-12-24
"2024-12-14 03:34:21,177",마이리얼트립,마이리얼트립 안드로이드 개발자 채용,https://careers.example.com/마이리얼트립/48553,경력무관,박사이상,인턴,"7,629만원 ~ 13,619만원",서울 송파구,"Scala, Akka, Kafka",2025-01-09
"2024-12-14 03:34:21,775",야놀자,야놀자 게임 서버 개발자 채용,https://careers.example.com/야놀자/20430,경력,고졸이상,파견직,"5,617만원 ~ 12,991만원",서울 성동구,"Swift, iOS, Objective-C",2024-12-26
"2024-12-14 03:34:21,521",넥슨,넥슨 클라우드 엔지니어 채용,https://careers.example.com/넥슨/63212,인턴,초대졸이상,파견직,"5,254만원 ~ 14,747만원",서울 송파구,"JavaScript, React, Node.js",2025-01-02
"2024-12-14 03:34:21,555",SK플래닛,SK플래닛 프론트엔드 개발자 채용,https://careers.example.com/sk플래닛/58087,경력,박사이상,정규직,"3,559만원 ~ 9,358만원",제주 제주시,"JavaScript, React, Node.js",2025-01-02
"2024-12-14 03:34:21,543",브랜디,브랜디 프론트엔드 개발자 채용,https://careers.example.com/브랜디/85238,경력무관,박사이상,파견직,"7,458만원 ~ 10,698만원",부산 해운대구,"Rust, WebAssembly",2025-01-13
"2024-12-14 03:34:21,951",데브시스터즈,데브시스터즈 DevOps 엔지니어 채용,https://careers.example.com/데브시스터즈/53129,전문연구요원,학력무관,파견직,"5,179만원 ~ 13,653만원",경기 성남시,"JavaScript, Vue.js, TypeScript",2024-12-30
"2024-12-14 03:34:21,220",NHN,NHN QA 엔지니어 채용,https://careers.example.com/nhn/97215,신입·경력,석사이상,프리랜서,"6,542만원 ~ 12,542만원",경기 성남시,"Python, Django, AWS",2024-12-29
"2024-12-14 03:34:21,813",야놀자,야놀자 데이터 엔지니어 채용,https://careers.example.com/야놀자/87348,경력,초대졸이상,파견직,"7,639만원 ~ 13,453만원",서울 강남구,"Ruby, Rails, PostgreSQL",2024-12-31
"2024-12-14 03:34:21,009",크래프톤,크래프톤 iOS 개발자 채용,https://careers.example.com/크래프톤/92711,신입·경력,석사이상,프리랜서,"6,035만원 ~ 14,680만원",광주 북구,"C++, Unreal Engine",2024-12-31
"2024-12-14 03:34:21,914",무신사,무신사 시스템 엔지니어 채용,https://careers.example.com/무신사/99881,인턴,대졸이상,인턴,"4,625만원 ~ 12,659만원",서울 강남구,"Ruby, Rails, PostgreSQL",2024-12-25
"2024-12-14 03:34:21,215",네이버,네이버 풀스택 개발자 채용,https://careers.example.com/네이버/83801,경력무관,대졸이상,계약직,"7,979만원 ~ 9,190만원",인천 연수구,"Java, Spring, MySQL",2025-01-13
"2024-12-14 03:34:21,421",드라마앤컴퍼니,드라마앤컴퍼니 QA 엔지니어 채용,https://careers.example.com/드라마앤컴퍼니/23430,전문연구요원,고졸이상,인턴,"7,397만원 ~ 9,261만원",부산 해운대구,"Go, Docker, Kubernetes",2024-12-30
"2024-12-14 03:34:21,857",넥슨,넥슨 프론트엔드 개발자 채용,https://careers.example.com/넥슨/62933,신입·경력,고졸이상,계약직,"7,749만원 ~ 14,682만원",서울 강남구,"Java, Spring, MySQL",2025-01-06
"2024-12-14 03:34:21,548",마켓컬리,마켓컬리 QA 엔지니어 채용,https://careers.example.com/마켓컬리/20518,인턴,초대졸이상,인턴,"4,149만원 ~ 12,905만원",대전 유성구,"Scala, Akka, Kafka",2025-01-04
"2024-12-14 03:34:21,731",버킷플레이스,버킷플레이스 안드로이드 개발자 채용,https://careers.example.com/버킷플레이스/75473,경력,대졸이상,파견직,"6,969만원 ~ 13,153만원",제주 제주시,"Python, Django, AWS",2025-01-01
"2024-12-14 03:34:21,101",마이리얼트립,마이리얼트립 iOS 개발자 채용,https://careers.example.com/마이리얼트립/87730,경력무관,학력무관,프리랜서,"4,334만원 ~ 13,703만원",광주 북구,"JavaScript, Vue.js, TypeScript",2024-12-24
"2024-12-14 03:34:21,953",빅히트엔터테인먼트,빅히트엔터테인먼트 QA 엔지니어 채용,https://careers.example.com/빅히트엔터테인먼트/49322,신입·경력,초대졸이상,파견직,"7,929만원 ~ 8,643만원",광주 북구,"Rust, WebAssembly",2025-01-11
"2024-12-14 03:34:22,246",두나무,두나무 게임 서버 개발자 채용,https://careers.example.com/두나무/72106,경력,고졸이상,파견직,"7,248만원 ~ 14,713만원",서울 강남구,"Python, TensorFlow, PyTorch",2025-01-14
"2024-12-14 03:34:22,278",NHN,NHN 백엔드 개발자 채용,https://careers.example.com/nhn/23613,신입·경력,고졸이상,파견직,"4,735만원 ~ 14,077만원",경기 성남시,"Swift, iOS, Objective-C",2025-01-11
"2024-12-14 03:34:22,322",우아한형제들,우아한형제들 프론트엔드 개발자 채용,https://careers.example.com/우아한형제들/54247,신입·경력,초대졸이상,파견직,"4,930만원 ~ 9,027만원",서울 서초구,"Java, Spring, MySQL",2024-12-23
"2024-12-14 03:34:22,825",SK플래닛,SK플래닛 블록체인 개발자 채용,https://careers.example.com/sk플래닛/62518,신입,초대졸이상,인턴,"7,149만원 ~ 13,324만원",경기 판교,"Go, Docker, Kubernetes",2025-01-04
"2024-12-14 03:34:22,276",스마일게이트,스마일게이트 클라우드 엔지니어 채용,https://careers.example.com/스마일게이트/29556,전문연구요원,고졸이상,파견직,"5,703만원 ~ 13,098만원",인천 연수구,"JavaScript, React, Node.js",2025-01-01
"2024-12-14 03:34:22,007",브랜디,브랜디 백엔드 개발자 채용,https://careers.example.com/브랜디/54846,인턴,석사이상,정규직,"6,227만원 ~ 11,127만원",서울 성동구,"Scala, Akka, Kafka",2025-01-03
"2024-12-14 03:34:22,639",여기어때,여기어때 머신러닝 엔지니어 채용,https://careers.example.com/여기어때/53258,경력,학력무관,프리랜서,"4,058만원 ~ 13,345만원",서울 서초구,"Ruby, Rails, PostgreSQL",2025-01-01
"2024-12-14 03:34:22,963",쿠팡,쿠팡 블록체인 개발자 채용,https://careers.example.com/쿠팡/95388,인턴,대졸이상,파견직,"7,798만원 ~ 13,839만원",서울 서초구,"Scala, Akka, Kafka",2025-01-14
"2024-12-14 03:34:22,633",넥슨,넥슨 머신러닝 엔지니어 채용,https://careers.example.com/넥슨/48948,인턴,박사이상,계약직,"3,999만원 ~ 13,376만원",광주 북구,"Ruby, Rails, PostgreSQL",2025-01-06
"2024-12-14 03:34:22,821",그린랩스,그린랩스 DevOps 엔지니어 채용,https://careers.example.com/그린랩스/59744,신입·경력,박사이상,파견직,"5,346만원 ~ 12,816만원",인천 연수구,"Rust, WebAssembly",2025-01-06
"2024-12-14 03:34:22,970",마켓컬리,마켓컬리 게임 서버 개발자 채용,https://careers.example.com/마켓컬리/26134,인턴,초대졸이상,정규직,"3,545만원 ~ 11,085만원",경기 분당구,"Python, Django, AWS",2025-01-06
"2024-12-14 03:34:22,240",두나무,두나무 프론트엔드 개발자 채용,https://careers.example.com/두나무/77980,전문연구요원,초대졸이상,프리랜서,"7,132만원 ~ 14,399만원",인천 연수구,"Kotlin, Android, Firebase",2024-12-31
"2024-12-14 03:34:22,760",NHN,NHN 시스템 엔지니어 채용,https://careers.example.com/nhn/27227,신입·경력,대졸이상,계약직,"7,949만원 ~ 10,022만원",인천 연수구,"Scala, Akka, Kafka",2024-12-30
"2024-12-14 03:34:22,717",스마일게이트,스마일게이트 게임 서버 개발자 채용,https://careers.example.com/스마일게이트/18736,신입,대졸이상,정규직,"6,731만원 ~ 10,702만원",대전 유성구,"Go, Docker, Kubernetes",2025-01-01
"2024-12-14 03:34:22,559",째깍악어,째깍악어 게임 서버 개발자 채용,https://careers.example.com/째깍악어/99281,인턴,고졸이상,프리랜서,"6,441만원 ~ 14,320만원",서울 마포구,"Java, Spring, MySQL",2025-01-09
"2024-12-14 03:34:22,550",쿠팡,쿠팡 시스템 엔지니어 채용,https://careers.example.com/쿠팡/74676,경력,박사이상,인턴,"7,219만원 ~ 11,132만원",서울 마포구,"Kotlin, Android, Firebase",2025-01-11
"2024-12-14 03:34:22,583",버킷플레이스,버킷플레이스 백엔드 개발자 채용,https://careers.example.com/버킷플레이스/14385,신입,고졸이상,정규직,"5,243만원 ~ 11,636만원",부산 해운대구,"Scala, Akka, Kafka",2024-12-29
"2024-12-14 03:34:22,222",라인플러스,라인플러스 보안 엔지니어 채용,https://careers.example.com/라인플러스/25924,경력무관,박사이상,계약직,"4,217만원 ~ 13,610만원",인천 연수구,"Python, TensorFlow, PyTorch",2024-12-26
"2024-12-14 03:34:22,345",SK플래닛,SK플래닛 안드로이드 개발자 채용,https://careers.example.com/sk플래닛/56350,경력,대졸이상,인턴,"6,713만원 ~ 12,972만원",서울 서초구,"Python, TensorFlow, PyTorch",2024-12-31
"2024-12-14 03:34:22,347",스마일게이트,스마일게이트 DevOps 엔지니어 채용,https://careers.example.com/스마일게이트/50414,신입,고졸이상,계약직,"7,930만원 ~ 14,915만원",대전 유성구,"Python, TensorFlow, PyTorch",2024-12-26
"2024-12-14 03:34:22,485",네이버,네이버 머신러닝 엔지니어 채용,https://careers.example.com/네이버/38844,신입,초대졸이상,정규직,"6,063만원 ~ 12,977만원",인천 연수구,"Python, TensorFlow, PyTorch",2024-12-26
"2024-12-14 03:34:22,646",야놀자,야놀자 데이터 엔지니어 채용,https://careers.example.com/야놀자/83578,인턴,석사이상,정규직,"6,120만원 ~ 14,013만원",경기 분당구,"JavaScript, Vue.js, TypeScript",2025-01-02
"2024-12-14 03:34:22,894",마켓컬리,마켓컬리 풀스택 개발자 채용,https://careers.example.com/마켓컬리/17341,신입,석사이상,정규직,"5,612만원 ~ 13,697만원",경기 분당구,"Ruby, Rails, PostgreSQL",2025-01-12
"2024-12-14 03:34:22,156",드라마앤컴퍼니,드라마앤컴퍼니 iOS 개발자 채용,https://careers.example.com/드라마앤컴퍼니/36513,신입,학력무관,파견직,"4,358만원 ~ 9,252만원",서울 마포구,"Rust, WebAssembly",2024-12-22
"2024-12-14 03:34:22,023",토스,토스 블록체인 개발자 채용,https://careers.example.com/토스/57696,경력무관,초대졸이상,파견직,"4,889만원 ~ 8,819만원",서울 강남구,"Go, Docker, Kubernetes",2025-01-02
"2024-12-14 03:34:22,067",버킷플레이스,버킷플레이스 클라우드 엔지니어 채용,https://careers.example.com/버킷플레이스/41088,경력,초대졸이상,파견직,"6,922만원 ~ 11,018만원",서울 송파구,"JavaScript, Vue.js, TypeScript",2025-01-05
"2024-12-14 03:34:22,694",넥슨,넥슨 백엔드 개발자 채용,https://careers.example.com/넥슨/73453,신입·경력,박사이상,계약직,"7,554만원 ~ 12,745만원",서울 서초구,"C++, Unreal Engine",2025-01-03
"2024-12-14 03:34:22,216",두나무,두나무 데이터 엔지니어 채용,https://careers.example.com/두나무/55370,신입·경력,고졸이상,정규직,"4,897만원 ~ 11,364만원",경기 분당구,"C++, Unreal Engine",2024-12-28
"2024-12-14 03:34:22,710",라인플러스,라인플러스 블록체인 개발자 채용,https://careers.example.com/라인플러스/17789,인턴,초대졸이상,인턴,"6,900만원 ~ 12,551만원",광주 북구,"Swift, iOS, Objective-C",2025-01-10
"2024-12-14 03:34:22,112",NHN,NHN 백엔드 개발자 채용,https://careers.example.com/nhn/67813,경력무관,대졸이상,프리랜서,"4,754만원 ~ 9,140만원",광주 북구,"Scala, Akka, Kafka",2025-01-08
"2024-12-14 03:34:22,277",카카오,카카오 시스템 엔지니어 채용,https://careers.example.com/카카오/87186,신입,박사이상,인턴,"7,960만원 ~ 14,456만원",서울 강남구,"Python, TensorFlow, PyTorch",2024-12-28
"2024-12-14 03:34:22,435",비바리퍼블리카,비바리퍼블리카 안드로이드 개발자 채용,https://careers.example.com/비바리퍼블리카/71658,경력,박사이상,인턴,"6,934만원 ~ 14,931만원",제주 제주시,"Python, Django, AWS",2024-12-31
"2024-12-14 03:34:22,548",그린랩스,그린랩스 백엔드 개발자 채용,https://careers.example.com/그린랩스/28360,전문연구요원,고졸이상,인턴,"5,793만원 ~ 14,376만원",서울 성동구,"Python, Django, AWS",2024-12-30
"2024-12-14 03:34:22,116",SK플래닛,SK플래닛 머신러닝 엔지니어 채용,https://careers.example.com/sk플래닛/97860,경력,초대졸이상,인턴,"5,520만원 ~ 13,881만원",서울 강남구,"JavaScript, Vue.js, TypeScript",2025-01-06
"2024-12-14 03:34:22,237",야놀자,야놀자 프론트엔드 개발자 채용,https://careers.example.com/야놀자/64243,인턴,대졸이상,파견직,"5,039만원 ~ 14,247만원",경기 판교,"Swift, iOS, Objective-C",2025-01-13
"2024-12-14 03:34:22,516",펄어비스,펄어비스 게임 서버 개발자 채용,https://careers.example.com/펄어비스/28183,신입·경력,석사이상,정규직,"4,635만원 ~ 14,210만원",부산 해운대구,"Java, Spring, MySQL",2025-01-01
"2024-12-14 03:34:22,587",비바리퍼블리카,비바리퍼블리카 클라우드 엔지니어 채용,https://careers.example.com/비바리퍼블리카/91677,경력,고졸이상,프리랜서,"3,851만원 ~ 10,039만원",서울 강남구,"Rust, WebAssembly",2025-01-14
"2024-12-14 03:34:22,078",크래프톤,크래프톤 데이터 엔지니어 채용,https://careers.example.com/크래프톤/97066,경력무관,초대졸이상,인턴,"5,983만원 ~ 10,269만원",대전 유성구,"Swift, iOS, Objective-C",2024-12-29
"2024-12-14 03:34:22,818",SK플래닛,SK플래닛 게임 서버 개발자 채용,https://careers.example.com/sk플래닛/61200,신입,대졸이상,파견직,"5,376만원 ~ 11,545만원",서울 송파구,"Swift, iOS, Objective-C",2024-12-27
"2024-12-14 03:34:22,550",쿠팡,쿠팡 백엔드 개발자 채용,https://careers.example.com/쿠팡/28770,전문연구요원,대졸이상,계약직,"4,080만원 ~ 12,281만원",서울 강남구,"Rust, WebAssembly",2025-01-02
"2024-12-14 03:34:22,987",라인플러스,라인플러스 백엔드 개발자 채용,https://careers.example.com/라인플러스/66985,신입,초대졸이상,프리랜서,"7,541만원 ~ 12,279만원",광주 북구,"Swift, iOS, Objective-C",2025-01-04
"2024-12-14 03:34:22,490",당근마켓,당근마켓 시스템 엔지니어 채용,https://careers.example.com/당근마켓/19456,인턴,대졸이상,파견직,"3,824만원 ~ 9,399만원",서울 송파구,"JavaScript, React, Node.js",2025-01-05
"2024-12-14 03:34:22,410",스마일게이트,스마일게이트 풀스택 개발자 채용,https://careers.example.com/스마일게이트/58251,인턴,고졸이상,인턴,"4,930만원 ~ 12,581만원",부산 해운대구,"Ruby, Rails, PostgreSQL",2025-01-14
"2024-12-14 03:34:22,695",비바리퍼블리카,비바리퍼블리카 데이터 엔지니어 채용,https://careers.example.com/비바리퍼블리카/65344,경력,대졸이상,프리랜서,"3,680만원 ~ 11,565만원",서울 마포구,"Rust, WebAssembly",2025-01-09
"2024-12-14 03:34:22,546",무신사,무신사 게임 서버 개발자 채용,https://careers.example.com/무신사/57434,신입·경력,석사이상,인턴,"3,936만원 ~ 12,753만원",서울 성동구,"Scala, Akka, Kafka",2025-01-11
